weight,humidity,temperature,prod_id
1030.8711176494646,29.68788120843431,71.99580813452253,1
1044.961148376733,28.86245263522648,68.4686635275261,2
972.7104794168207,37.951588037296744,65.12134385098925,3
1010.182509102042,25.07638312530331,67.82133592298965,4
970.0392356323779,27.13788580323812,72.93179968582282,5
990.154359103459,32.42242764772176,71.40620655273264,6
965.6602426491943,42.603618801527354,65.8761577269234,7
969.2212117296906,31.655071439033627,74.43005360310119,8
976.4955323944589,26.49972142320856,69.86612105595039,9
974.9935168218117,38.64405525361657,69.89170857703,10
998.1414836441373,44.05282250441871,73.52900818341128,11
1026.7220553514628,27.054224727823886,67.51719699390915,12
964.8622274941745,35.24875555820246,70.20534384067706,13
953.2369257464113,42.47834826388492,73.3322775056487,14
978.7542856128871,40.73891694071811,69.83206867854918,15
1013.3763676371937,36.34760477400215,69.64302254984777,16
1008.5366689727407,32.46785580610392,67.36113046938165,17
1033.3698394663365,33.366863960627484,73.91271686187783,18
1025.0921461076746,37.786485528545185,74.59392421125764,19
965.0428866774063,43.16108771060967,69.63378243518652,20
1041.5880034326312,31.391956474067296,66.26343150291262,21
979.2780212047187,32.90602272283974,69.7045431699707,22
1046.7712045153241,32.647679108431824,65.34857586685236,23
961.7567238924455,26.954197879044397,71.37318449308091,24
1022.0283244928306,30.884771191221517,67.14091705686475,25
980.4723190774112,43.703832273968985,66.1759823922705,26
1045.7261531586842,30.558237246340916,70.74182061937977,27
993.3154330163335,32.04483396265253,66.73294333886804,28
975.4817746929862,39.86347876340827,72.20402272221487,29
1004.214089165532,44.21584763597009,74.55724051135643,30
1044.1606529640717,44.05423887655661,72.01212070819392,31
971.9243933508922,38.84070200444788,72.05796978370405,32
962.8479378775719,31.14731284370885,68.1685860492979,33
966.08098419765,35.6351940347236,72.94379642784654,34
954.6836951618338,41.46788253805126,70.06726354355101,35
1036.7384290640239,44.75027706823346,72.84537115814017,36
960.1181453801458,27.05248275163711,67.07086335037451,37
960.0397469176902,41.1650375198694,70.68548651936712,38
1031.1020379481963,29.125497409140984,71.84801731382531,39
993.1592587626703,28.734129542114566,70.89537147540604,40
966.169664262502,28.82969768377403,69.06759547311992,41
966.6476839141991,34.876787282144946,73.00640782443733,42
1022.2979001224281,42.39372985366787,74.10591749459948,43
991.2164973643953,43.275481269856,68.1492904610468,44
971.8694069238859,38.2305509085176,69.0005807008906,45
962.5697655259107,25.53979569694505,73.27978377921315,46
960.1690421920167,35.276786377767586,65.85386556120542,47
1032.5345244930693,30.054439268377635,74.9740546056176,48
1028.9844865571768,41.319699062721035,74.79997980716061,49
1047.7223061643915,29.277970291231128,72.2057682240706,50
1046.7617329285729,30.70601919115581,69.59560888579762,51
1002.0321437298496,25.768749630850635,68.41613633404944,52
994.079645099909,42.29944526806462,67.67909775722777,53
979.2689933115602,32.48187980183134,74.71881613854063,54
995.8513717651551,39.9253243351564,70.58499367728926,55
1024.648486447699,37.56774559236415,68.20340463549186,56
954.8014804216962,27.975603236216454,69.29676367033309,57
981.342707285838,37.96718679524998,65.2742370282675,58
1047.4313509493868,33.12306757797393,70.48626200755818,59
1049.6434113235741,27.135041623878525,73.6194607816856,60
1049.8325673662398,27.28841060204317,71.42982781474957,61
956.3057003360058,35.84676000191466,68.71617926375913,62
957.1648037949342,31.369739746185274,74.13073593140415,63
1003.9419759897282,42.28518183701378,70.53480239025839,64
1021.6355332076366,40.07808677998912,66.8256072401613,65
974.1204834354701,30.532994934757323,69.85560472639077,66
1028.1391074953622,27.673841933452263,70.04629325200933,67
983.9217664609529,39.95998000510984,65.34079416803276,68
958.292677199466,42.71362507773448,68.57864044372465,69
989.4500979068861,37.9721483588741,73.96683293273557,70
1037.9162475938067,40.623161650698165,71.02550473212577,71
1000.4438943552071,44.24706890264626,67.36436264829756,72
1047.7962337929532,26.457785801187686,70.22657572009373,73
972.2371486536899,37.68222820954274,71.7328884906846,74
977.4015694025561,33.71106287119922,71.93902546579282,75
1037.7150729879272,31.936416840704442,72.84973640860628,76
1006.7650541532963,35.47067945496971,65.58065636609417,77
1006.0671683169801,40.967248171991265,73.40692656197353,78
973.1319763284138,44.27204336897903,68.28865211197594,79
969.2664437074575,26.650031274739167,72.82697553366302,80
968.4463916109723,32.36694558556212,69.88560891783251,81
986.7243141335957,32.50087145420452,67.33387501008973,82
1014.3666243998379,44.59644007218961,66.23125266093267,83
998.1323844660136,31.789190837278536,67.56820727026171,84
1017.0432056401127,28.577224640574414,73.25156606030214,85
1004.7457106807816,33.92783454940359,69.14859715170815,86
1044.3023439940855,31.71354304422416,65.51425414014255,87
992.5859467335196,35.846881089592515,74.54100479706506,88
982.3090452286419,26.558193640288458,69.62974225343633,89
