"weight","humidity","temperature","quality"
996.4333141190632,40.781129015291555,71.02486403438758,"good"
1019.2559109115659,36.70301557753455,67.83933205289462,"good"
955.5557799977549,39.16716143843099,69.10182687198578,"good"
1020.0623752496177,37.60982577771598,66.55441853046788,"good"
1036.4209751237152,37.313484750713016,74.48440529984029,"good"
960.4807776585491,27.93496132973734,73.57318139234928,"good"
981.5121907930485,27.64194534627824,72.65226609868155,"good"
961.494821794023,30.92215496360433,67.4477551326849,"good"
1024.9358027676394,30.663186847931094,72.94441493354091,"good"
1042.5307836591503,40.79957894109934,69.19712847382753,"good"
1011.9109273685156,37.56876909174939,67.9856416010064,"good"
1027.8088672923755,37.11489883643977,68.63706403661251,"good"
965.8897677963735,38.9820322928901,67.31352647847129,"good"
954.4558942949101,34.9852021618397,73.09603890978512,"good"
971.7975509553903,32.66093005396445,67.56532417776127,"good"
1049.697129566456,44.236883619875535,70.83826943494002,"good"
985.5607415066085,36.77488488093979,69.41424461238367,"good"
1039.1903290125417,33.630697652551035,71.23477061687673,"good"
983.150590703024,31.50518210164066,67.93663911813199,"good"
950.4933246326339,31.51277157813597,70.36387589260893,"good"
1017.1567270799841,26.86951360001562,73.88633399502473,"good"
965.8543214473526,39.486304177714445,74.95797448410313,"good"
1005.2305187589552,32.38913130941079,67.76779475832424,"good"
1000.2417129908446,32.01665849361988,73.37744354551093,"good"
1040.6062296042555,27.951655926423147,67.80209306102566,"good"
980.8918929267933,42.93820768189525,66.91584063495102,"good"
962.2769998630816,41.13080822859231,66.01709881122457,"poor"
1037.241298894637,25.139811639771263,68.20597732350097,"good"
977.9376981936318,35.182827854511615,71.36204073037779,"good"
1035.375634162609,43.416027063120914,66.15660439338964,"good"
1023.517733191366,35.722338111871174,73.25877285459404,"good"
1012.671401433982,31.593977135346304,67.33553928130321,"good"
987.6694811747589,39.22322620781922,66.60311139360817,"good"
952.7281220700327,36.12544610120816,71.97221020088698,"good"
1019.5333546004605,26.32308258203615,72.72075246444558,"good"
1002.6495656903709,28.983198590163507,67.38588872912281,"good"
978.7060763716706,25.548949308338283,70.09381569312929,"good"
1024.5068042378457,42.658077233098396,74.8790260265003,"good"
969.1453707536834,28.296526564089078,66.61421920273878,"good"
995.2933247454687,30.893428317254234,72.96120052317265,"good"
1027.8724471261698,27.81609447997799,66.91296446893617,"good"
991.5938545303899,39.855171685769186,69.46909657621417,"good"
1018.7908878607957,30.703601740896453,65.08163990520221,"good"
970.9900199903186,43.35781058598763,72.31711636117365,"good"
1001.5393826884357,31.399144001033655,73.90169279982364,"good"
957.5399456267833,40.753436729047166,73.45116482089533,"good"
977.5790240176229,37.315064211081996,66.82383287010842,"good"
1001.1104006650075,34.47442485714815,66.72520491965825,"good"
1030.8870837120649,39.16717334213687,71.17967828102577,"good"
1010.032157086465,40.46763496822322,70.89668055868555,"good"
1049.280234654217,26.67701796022879,71.42912210476585,"good"
951.5901151218831,29.55401460344263,68.50758836796632,"good"
984.9874583185895,44.55396645224337,67.31554907138673,"good"
994.9063934787162,29.925539728079592,70.01160839108992,"good"
1001.4738053029727,43.91908658198495,68.58703892013675,"good"
997.7937465370816,41.75136256232649,65.38114954593559,"good"
976.8888584964859,44.19799030692123,71.06865447101788,"good"
985.4977662781488,41.40981218665245,74.79036392345446,"good"
1035.9299456461054,33.72321708736648,71.25931216840458,"good"
996.7737819422044,38.04476302558988,74.03940821162446,"good"
953.498455976337,40.80433221843314,66.83184881581111,"poor"
1018.177984079163,44.313846863632314,71.12255062174005,"good"
953.5074137712875,29.277649875789958,70.55966542966372,"good"
1021.4381888419666,38.07136892715033,72.06902353549206,"good"
997.2160044042889,44.02466727498998,67.09476978667722,"good"
1042.6887119458183,40.8917827558215,74.32525045625145,"good"
962.7529147081129,35.46539406796813,69.68018995902047,"good"
989.35322361079,30.744178201054435,71.51669357113794,"good"
995.8220119922887,39.0555188829357,74.36754668356484,"good"
989.688874741815,31.5097233721297,70.33399657785034,"good"
981.7886481770105,35.35050099779651,69.01700944706965,"good"
1016.3344056384399,41.36495961321146,65.98144169448037,"good"
1035.5832981838146,39.93014809664229,67.82691548842017,"good"
984.4684161335923,30.495702528315793,70.71876961305391,"good"
1027.691822740227,32.51560254108405,67.0663638355091,"good"
1018.1029241144533,25.259872596295633,67.45466479039322,"good"
962.4308782593858,28.42078380944603,71.3531775032794,"good"
974.8552225684592,40.56355196854683,69.37456608562226,"good"
1035.383998225078,33.09667122136907,69.15610059186183,"good"
956.6293827841057,25.937251153674875,74.29727814234818,"good"
959.6879089814059,28.062071658997965,74.52519786360726,"good"
956.589312229167,25.658538248305874,69.94441809788135,"good"
984.6895704821876,28.79172667819336,65.48292423565427,"good"
982.4040265493421,29.509229499510894,71.89653488196716,"good"
996.3173864445492,40.05358684769945,69.58355943359969,"good"
1002.2619046681518,41.59763876414943,72.59565884113782,"good"
965.9354245560855,42.46488027466705,74.23272941966795,"good"
975.9681438786934,37.126403497655076,70.01434751547596,"good"
1020.5942772693013,41.403402414884724,73.77099961807569,"good"
951.8116571725566,27.81130076482206,71.29623353741704,"good"
952.258544763509,32.28070968514329,71.596276986874,"good"
974.6019836263575,41.8270212101105,66.57499362634655,"poor"
963.9515974931755,26.13038076479838,65.87084524038029,"good"
999.4873339609745,28.352516284057163,71.23318581246991,"good"
1013.8392606585307,27.185206660468847,73.78285808944923,"good"
1032.3127831491809,38.97252619648046,71.6007574911184,"good"
981.19996019642,40.69996809419658,70.36282666409713,"good"
1000.2868086683086,38.13935595432768,66.34755725111543,"good"
954.6824060480452,30.131773624570556,66.34877931485867,"good"
983.1875866316983,40.58224565426024,73.67982450323964,"good"
1013.7443955575574,29.95020035096397,69.95189147104813,"good"
1001.5875428723258,30.264672581871764,71.03513318529352,"good"
1010.8821840779026,31.22209029233821,67.16656268478224,"good"
996.1544208061666,34.606365751179844,70.07276648980485,"good"
1002.8426468835123,29.100815509694108,65.84200445128846,"good"
999.4126512232893,27.166088310412423,66.509625004725,"good"
992.6826849753136,33.73626385878063,69.55358793721345,"good"
972.6817213090413,42.70736301637741,65.30519587698234,"poor"
1025.8914272836616,39.87229352963592,71.5441244306612,"good"
952.855738670991,38.226351241632734,73.84080800411238,"good"
1024.556571452087,37.043754500751206,71.13841804244335,"good"
1021.2099977609276,34.12249776797629,73.13838965613404,"good"
985.7928273208053,42.79097250534005,73.98444820340423,"good"
1014.1476526706642,39.78599734891556,65.9914243154519,"good"
1012.3852937697945,34.66442061050456,67.23888708471793,"good"
978.4401820483931,39.70605762228822,70.48489550039778,"good"
1039.0840506254021,37.26311981002785,67.31204928594215,"good"
1032.7194000437776,38.4728242688245,67.87664703594957,"good"
992.7871445084141,40.1371964844557,69.53481182122177,"good"
985.8980500087583,42.19557229597627,72.31727006790662,"good"
976.4041472308226,28.37482539828126,67.84451499225798,"good"
1035.874161311906,31.214642068246327,65.9784802602026,"good"
952.7154715435548,43.02637334022229,65.68021380643306,"poor"
973.6711806829805,38.53651881271502,74.88336030630165,"good"
1045.699961553866,25.714706928550108,66.8942676322624,"good"
989.4869950971441,39.62262519604763,72.83756324719432,"good"
968.2583792720189,39.95877355151216,68.12461350185315,"good"
963.1481356377335,30.95083835490433,68.10348556651434,"good"
960.6491852924032,38.31262793915979,72.23506022334244,"good"
1037.7610587532586,40.203000636572035,68.28345124964407,"good"
957.8492343916557,28.486906862928173,71.96394515577026,"good"
1046.7718474471499,28.194951712858828,67.15159778495854,"good"
1006.8876327491688,38.57546878296307,66.7857376329507,"good"
1011.5540903735667,37.96593717971628,65.40967701089937,"good"
965.8891229978245,35.54869008276068,72.1966656503886,"good"
1025.2440161896427,29.579649605587022,67.22084732329206,"good"
980.3251185131755,30.56428517565507,68.63127781483021,"good"
1047.9886813977698,38.741316770358154,71.9997561004517,"good"
953.3753037203314,26.239526901962794,70.14678180000845,"good"
1044.270187246725,44.43197324774786,70.81360615494715,"good"
998.8006457253597,41.58843050751186,71.9760076416333,"good"
1000.1723915954811,32.189450958116375,72.20900163319457,"good"
993.029354421745,27.562974984354412,71.70800215463589,"good"
1035.6222741323961,30.05893002016468,66.45802706515354,"good"
988.4359060688399,43.46608179253993,73.90494870641528,"good"
969.6005924612205,26.31341871538972,69.79838892580264,"good"
1035.5176560101534,40.93151728380019,71.56660182756801,"good"
1017.3257195474591,29.726016880483712,72.04044501955977,"good"
1004.6816033957161,43.571879922091135,70.43163380135759,"good"
959.1782394494702,31.71700782899507,71.94987836336388,"good"
1026.8304046103972,42.14950986574086,72.58286661446375,"good"
988.6242092295254,31.573348852495528,65.68485932522324,"good"
995.3798021381494,37.16294462711452,68.66720644795218,"good"
1048.1959966841503,36.39521825426357,66.53538055792795,"good"
1011.5702632781785,34.35014963373583,68.74322717450502,"good"
976.97105882986,37.96021643361988,67.64112783635684,"good"
1002.5037656587112,27.757396995750888,71.87345019562639,"good"
989.8732174043542,38.108680110252095,72.43441998787192,"good"
1045.733989555539,28.746921942698958,66.36650993515592,"good"
1044.9374677928,40.315856795006646,73.94144644862855,"good"
1018.5791422256647,27.544782895480754,73.24421928815016,"good"
1038.9215790760152,42.17125649714471,71.8270079637448,"good"
1030.564093992443,40.60876303217168,67.95687242414232,"good"
994.0765492160461,26.614701570492677,73.26848290295837,"good"
1031.1300935857819,30.811713485419325,71.46202411917162,"good"
973.9116211247741,43.86088883140576,68.44270466014882,"poor"
1036.2431940753866,34.60359565781845,66.46974387762124,"good"
952.7094300734445,29.533931559278642,71.88493430047707,"good"
1016.8877385188994,36.99512806356276,65.08355936540114,"good"
992.801403867663,32.49544611052946,69.78562768748316,"good"
1007.9779926998581,37.81713798673432,65.67000512841128,"good"
1018.7841805268376,42.35578360533832,74.10929172407532,"good"
966.2910830887992,33.73961969814388,65.39304831137873,"good"
1045.2873783453927,42.3638036101492,66.4099684336059,"good"
998.0141129761282,28.184605105337855,73.47376012582122,"good"
1009.1496086039672,37.03492606061894,67.68122466313915,"good"
951.2783250763256,32.730837783146434,71.74316968052528,"good"
1042.378885899305,37.52322761473905,72.56978774489596,"good"
974.6583354996928,43.969503737258265,74.6101323985951,"good"
1025.1623312126364,35.52477538546337,65.8761473760143,"good"
1049.0896032299192,28.29679674591814,70.91604045066404,"good"
1038.4346537914007,31.276247407721833,71.12608155594192,"good"
982.2235249853793,41.0109179121921,65.95677270173937,"good"
1026.7966805953397,39.0466500238679,70.68787230818607,"good"
